STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
25,025,130100,5906,+42.291836,-071.163811
25,025,130200,4506,+42.287556,-071.157127
25,025,130300,4419,+42.278585,-071.150360
25,025,130402,4637,+42.271660,-071.166054
25,025,130404,2901,+42.268570,-071.156998
25,025,130406,5107,+42.259341,-071.149981
25,025,140102,4401,+42.247600,-071.137451
25,025,140105,3675,+42.267860,-071.125291
25,025,140106,1901,+42.274968,-071.136903
25,025,140107,2531,+42.257026,-071.128187
25,025,140201,2072,+42.237833,-071.129783
25,025,140202,5600,+42.248280,-071.118300
25,025,140300,6382,+42.259392,-071.118294
25,025,140400,7650,+42.268502,-071.109557
25,025,160101,7551,+42.390522,-071.029749
25,025,160200,4043,+42.389992,-071.035376
25,025,160300,2065,+42.389025,-071.045091
25,025,160400,2716,+42.392730,-071.037425
25,025,160501,5604,+42.398499,-071.032901
25,025,160502,4460,+42.398954,-071.021950
25,025,160601,4063,+42.401842,-071.027497
25,025,160602,4675,+42.407130,-071.032861
25,025,170100,7560,+42.410924,-071.021348
25,025,170200,4564,+42.416381,-071.019372
25,025,170300,9040,+42.427989,-071.017673
25,025,170400,5379,+42.420170,-071.002708
25,025,170501,3435,+42.417768,-070.989920
25,025,170502,2818,+42.434557,-070.972806
25,025,170601,5105,+42.408622,-071.008544
25,025,170701,2099,+42.401694,-070.995038
25,025,170702,6628,+42.406623,-070.997481
25,025,170800,5118,+42.397069,-070.987607
25,025,180101,4766,+42.385541,-070.976681
25,025,180200,4109,+42.380075,-070.986602
25,025,180301,3024,+42.372604,-070.990105
25,025,180400,1715,+42.374094,-070.978301
25,025,180500,3883,+42.370342,-070.971394
25,025,980101,535,+42.323049,-070.963204
25,025,980300,338,+42.299047,-071.101303
25,025,980700,6,+42.259695,-071.136482
25,025,981000,22,+42.294084,-071.123932
25,025,981100,418,+42.289729,-071.099648
25,025,981201,0,+42.332050,-071.027046
25,025,981202,207,+42.344330,-071.030750
25,025,981300,389,+42.370143,-071.031007
25,025,981501,12,+42.352766,-071.088437
25,025,981502,9,+42.397458,-070.995837
25,025,981600,0,+42.388620,-070.993442
25,025,981700,0,+42.355087,-071.065743
25,025,981800,82,+42.322107,-071.117818
25,025,990101,0,+42.329611,-070.949199
25,027,700100,6081,+42.650817,-071.926591
25,027,701100,8340,+42.675130,-072.040597
25,027,702200,3218,+42.680292,-072.118186
25,027,703100,4323,+42.584337,-072.237326
25,027,703200,3558,+42.603649,-072.228655
25,027,703300,3703,+42.574499,-072.215394
25,027,704200,2916,+42.532083,-072.160492
25,027,705100,8013,+42.575241,-072.065344
25,027,706100,4382,+42.486870,-072.003079
25,027,707100,3909,+42.556810,-071.984836
25,027,707200,1839,+42.574566,-071.990633
25,027,707300,3931,+42.571770,-072.000140
25,027,707400,4591,+42.586745,-072.008522
25,027,707500,5958,+42.580144,-071.966593
25,027,708100,7277,+42.550483,-071.906542
25,027,709100,4066,+42.523104,-071.779917
25,027,709201,6921,+42.504938,-071.760589
25,027,709202,6829,+42.505938,-071.742398
25,027,709400,4750,+42.523706,-071.747426
25,027,709501,2149,+42.534736,-071.725890
25,027,709502,5670,+42.559203,-071.743681
25,027,709600,2423,+42.534792,-071.752747
25,027,709701,5609,+42.543759,-071.771299
25,027,709702,2342,+42.532607,-071.762123
25,027,710100,3435,+42.575013,-071.782491
25,027,710200,6759,+42.561223,-071.805232
25,027,710300,3224,+42.575290,-071.842027
25,027,710400,2149,+42.572412,-071.821903
25,027,710500,3246,+42.577813,-071.820697
25,027,710600,6594,+42.575829,-071.799429
25,027,710700,1580,+42.583977,-071.796969
25,027,710800,4539,+42.589765,-071.801358
25,027,711000,3080,+42.586598,-071.785066
25,027,711100,5712,+42.601133,-071.796706
25,027,712101,5955,+42.595526,-071.740626
25,027,712102,4131,+42.577314,-071.694213
25,027,713100,8055,+42.468937,-071.681942
25,027,715100,4897,+42.437938,-071.605122
25,027,716100,7558,+42.415115,-071.679717
25,027,716200,2820,+42.426132,-071.687854
25,027,716300,3228,+42.418640,-071.679114
25,027,717100,2866,+42.381914,-071.633198
25,027,718100,4355,+42.341053,-071.725462
25,027,719100,7808,+42.437870,-071.769216
25,027,720100,3413,+42.451406,-071.876427
25,027,721101,1902,+42.348770,-072.053357
25,027,721102,7973,+42.377747,-071.951082
25,027,722100,5398,+42.409682,-072.109614
25,027,723100,3989,+42.334307,-072.181639
25,027,724100,3701,+42.245447,-072.151520
25,027,725100,4680,+42.267247,-072.081433
25,027,726100,5988,+42.245182,-071.984920
25,027,726200,5700,+42.243895,-071.993123
25,027,727100,4806,+42.307651,-071.922718
25,027,728100,4126,+42.333339,-071.863721
25,027,728200,3713,+42.327992,-071.819880
25,027,728300,4544,+42.355818,-071.855207
25,027,728400,4963,+42.365457,-071.846631
25,027,729100,4997,+42.360135,-071.779791
25,027,729200,2672,+42.348813,-071.788443
25,027,730100,5923,+42.320918,-071.805781
25,027,730200,5583,+42.316062,-071.784422
25,027,730300,4559,+42.306790,-071.794661
25,027,730401,5444,+42.298656,-071.780689
25,027,730402,1660,+42.286034,-071.790485
25,027,730500,3535,+42.288324,-071.805416
25,027,730600,8799,+42.297681,-071.825910
25,027,730700,6803,+42.284380,-071.857338
25,027,730801,3665,+42.280339,-071.826975
25,027,730802,2046,+42.274462,-071.829089
25,027,730901,3404,+42.269713,-071.834868
25,027,730902,3716,+42.269452,-071.846125
25,027,731001,2229,+42.250143,-071.858205
25,027,731002,6402,+42.250379,-071.847919
25,027,731101,3949,+42.255392,-071.832982
25,027,731102,2511,+42.263640,-071.828180
25,027,731202,1111,+42.252021,-071.823138
25,027,731203,5198,+42.251844,-071.824613
25,027,731204,2498,+42.245626,-071.826109
25,027,731300,3841,+42.251963,-071.815319
25,027,731400,4673,+42.258218,-071.814984
25,027,731500,5174,+42.263284,-071.813180
25,027,731600,7357,+42.269768,-071.808258
25,027,731700,2761,+42.261217,-071.804320
25,027,731800,6172,+42.269208,-071.788271
25,027,731900,5227,+42.277015,-071.789973
25,027,732001,3327,+42.305832,-071.770715
25,027,732002,4036,+42.289599,-071.767301
25,027,732201,2820,+42.268583,-071.760737
25,027,732202,3240,+42.261531,-071.774119
25,027,732203,2853,+42.262691,-071.780498
25,027,732301,4155,+42.250643,-071.761335
25,027,732302,3902,+42.253599,-071.776678
25,027,732400,6459,+42.252852,-071.789458
25,027,732500,1776,+42.252177,-071.801148
25,027,732600,4253,+42.247152,-071.797949
25,027,732700,3938,+42.242475,-071.793997
25,027,732801,4829,+42.239688,-071.757080
25,027,732802,4122,+42.238867,-071.778958
25,027,732901,6592,+42.227863,-071.802398
25,027,732902,2459,+42.235435,-071.804852
25,027,733000,3762,+42.244921,-071.814977
25,027,733101,2058,+42.232406,-071.841663
25,027,733102,2224,+42.237944,-071.851116
25,027,735100,6713,+42.235607,-071.920886
25,027,735200,4257,+42.228225,-071.886577
25,027,736100,2600,+42.183262,-071.864568
25,027,736200,3722,+42.214218,-071.850097
25,027,736300,2426,+42.215982,-071.838223
25,027,736400,3071,+42.220461,-071.815654
25,027,736500,4369,+42.192067,-071.830254
25,027,737100,5116,+42.181269,-071.780812
25,027,737200,1747,+42.192193,-071.758399
25,027,737300,6398,+42.212485,-071.751784
25,027,738100,4636,+42.174924,-071.680677
25,027,738201,4075,+42.203945,-071.709086
25,027,738202,5995,+42.213179,-071.674410
25,027,739100,9557,+42.263055,-071.710076
25,027,739200,5958,+42.275923,-071.744726
25,027,739300,3688,+42.283578,-071.720621
25,027,739400,8851,+42.291488,-071.696450
25,027,739500,7554,+42.310211,-071.718318
25,027,740101,5191,+42.320310,-071.658551
25,027,740102,6053,+42.321131,-071.634695
25,027,740200,2911,+42.318175,-071.641901
25,027,741101,4478,+42.294980,-071.512268
25,027,741102,5289,+42.292699,-071.542891
25,027,742300,4045,+42.268608,-071.615912
25,027,742401,5421,+42.245376,-071.620987
25,027,742402,3026,+42.273315,-071.648764
25,027,743100,7542,+42.171364,-071.607751
25,027,744101,7445,+42.168202,-071.531676
25,027,744102,5258,+42.154125,-071.543463
25,027,744200,7484,+42.141744,-071.507557
25,027,744300,3838,+42.139769,-071.520399
25,027,744400,3974,+42.143200,-071.528570
25,027,745100,5911,+42.126246,-071.536396
25,027,746100,5839,+42.095044,-071.549131
25,027,747101,5110,+42.031554,-071.514613
25,027,747102,3916,+42.028124,-071.544328
25,027,748100,3190,+42.033744,-071.579170
25,027,749100,7988,+42.064237,-071.630650
25,027,749200,5469,+42.084426,-071.635856
25,027,750100,6048,+42.115056,-071.669557
25,027,750200,6749,+42.131552,-071.659606
25,027,750300,2910,+42.150154,-071.647625
25,027,751101,6219,+42.142541,-071.725067
25,027,751102,2744,+42.144927,-071.775640
25,027,752100,8471,+42.057529,-071.727656
25,027,753100,7458,+42.133973,-071.874416
25,027,753200,6251,+42.113137,-071.870116
25,027,754100,6502,+42.045908,-071.845962
25,027,754200,3462,+42.056492,-071.870238
25,027,754300,2960,+42.052699,-071.878719
25,027,754400,3843,+42.039316,-071.880227
25,027,755100,3300,+42.047159,-071.894320
25,027,755200,8090,+42.049672,-071.927775
25,027,756101,4512,+42.149778,-071.997138
25,027,756102,8469,+42.132833,-071.946562
25,027,757100,4514,+42.087723,-072.034965
25,027,757200,2293,+42.076330,-072.028651
25,027,757300,2871,+42.078495,-072.039482
25,027,757400,2707,+42.071389,-072.042514
25,027,757500,4334,+42.059732,-072.028051
25,027,758101,1650,+42.076990,-072.102080
25,027,758102,7618,+42.122323,-072.086528
25,027,759100,2183,+42.217457,-072.047934
25,027,760100,3390,+42.194228,-072.102850
25,027,761100,5135,+42.206203,-072.203263
25,027,761200,5780,+42.284892,-071.594428
25,027,761300,3059,+42.231910,-071.711598
25,027,761400,6520,+42.506319,-071.587526
